User,Train Accuracy,Validation Accuracy,Timestamp
87.12,0.5823333333333334,95.56,2025-03-15 23:07:10
64.88,0.71095,96.63,2025-03-16 00:30:47
125.49,0.6936833333333333,96.67,2025-03-16 01:55:38
96.54,0.4136,92.55,2025-03-16 09:07:59
116.1,0.4094166666666666,94.56,2025-03-16 19:14:11
100.67,0.6563,96.01,2025-03-16 20:41:32
87.12,0.7074333333333334,96.51,2025-03-16 22:48:20
145.77,0.6944166666666667,96.96,2025-03-17 00:13:53
125.49,0.3396,91.75,2025-03-17 11:12:11
145.77,0.4333833333333333,94.77,2025-03-17 13:32:50
20.92,0.6487166666666667,96.29,2025-03-17 15:40:05
87.12,0.729,96.77,2025-03-17 18:01:11
64.88,0.7657,96.78,2025-03-17 19:40:35
116.1,0.7539333333333333,96.74,2025-03-17 21:25:53
125.49,0.5509833333333334,93.45,2025-03-17 22:43:38
96.54,0.4517166666666666,93.74,2025-03-18 11:26:41
100.67,0.6837,96.03,2025-03-18 14:07:26
146.08,0.7348833333333333,96.73,2025-03-18 17:00:31
116.1,0.7745833333333333,96.16,2025-03-18 19:21:26
58.45,0.7664833333333333,96.64,2025-03-18 22:03:47
20.92,0.7790166666666667,96.43,2025-03-18 23:25:23
64.88,0.7900833333333334,96.68,2025-03-19 00:46:44
125.49,0.7833333333333333,97.32,2025-03-19 02:06:19
146.08,0.4388333333333333,94.19,2025-03-19 14:19:32
64.88,0.64265,95.36,2025-03-19 15:37:38
116.1,0.6842166666666667,96.29,2025-03-19 17:46:24
145.77,0.7695166666666666,96.65,2025-03-19 20:23:05
87.12,0.7002,95.63,2025-03-19 22:06:25
96.54,0.7935833333333333,97.1,2025-03-19 23:26:05
58.45,0.76565,96.45,2025-03-20 00:46:14
100.67,0.7920333333333334,96.39,2025-03-20 02:05:41
125.49,0.8154333333333333,97.26,2025-03-20 03:24:26
116.1,0.3777166666666666,90.96,2025-03-20 11:23:22
