User,Jitter
,8.928e-06
,0.000677467
,0.0
,0.0
,0.0
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.301956
87.12,0.301956
64.88,1.18e-07
116.1,0.0
58.45,0.282805
20.92,0.000212621
145.77,0.282593
146.08,0.000651827
,0.18786
,0.159453
,0.347349
,8.928e-06
,0.00060798
,0.280864
,0.280864
,0.0
,0.0
,0.0
125.49,0.017408
100.67,0.017408
96.54,0.0
87.12,0.0
64.88,1.18e-07
116.1,0.285897
58.45,0.0297136
20.92,0.315611
145.77,0.0
146.08,0.0
,0.0
,0.0
,0.0
,0.0
,0.2503
,0.2503
,0.278904
,0.278904
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,1.18e-07
116.1,0.0
58.45,0.0
20.92,0.0
145.77,0.314764
146.08,0.314764
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.250006
,0.250006
,0.0
,0.0
125.49,0.0
100.67,0.297557
96.54,0.297557
87.12,0.291425
64.88,1.18e-07
116.1,0.0
58.45,0.0
20.92,0.0
145.77,0.0007021
146.08,2.10598e-05
,0.301833
,0.302514
,0.000670067
,2.3454e-05
,0.000646612
,0.0
,0.0
,0.0
,0.0
,0.0
125.49,0.229334
100.67,0.229334
96.54,0.0
87.12,0.0
64.88,0.303285
116.1,0.303285
58.45,0.215301
20.92,0.215301
145.77,0.000696614
146.08,0.000696614
,0.0
,0.0
,0.0
,0.0
,0.239045
,0.0194748
,0.21957
,0.0
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.386385
64.88,0.314082
116.1,0.313456
58.45,0.335872
20.92,0.336497
145.77,0.000560548
146.08,0.282095
,0.0387252
,0.320841
,0.282268
,0.0902386
,0.159996
,8.928e-06
,0.21304
,0.0
,0.0
,0.0
125.49,0.210711
100.67,0.0623593
96.54,0.27307
87.12,0.0
64.88,1.18e-07
116.1,0.338446
58.45,0.337845
20.92,0.280645
145.77,0.0555586
146.08,0.00473145
,0.0626362
,0.0146934
,0.28413
,0.000627388
,0.000627388
,0.287175
,0.01924
,0.306415
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,1.18e-07
116.1,0.000707829
58.45,0.290932
20.92,0.29164
145.77,0.0
146.08,0.318013
,0.318013
,0.232605
,0.232605
,0.362631
,0.362631
,0.0
,0.217971
,0.217971
,0.0
,0.0
125.49,0.31131
100.67,0.00883367
96.54,0.302477
87.12,0.0
64.88,1.18e-07
116.1,0.0
58.45,0.29146
20.92,0.290869
145.77,0.000591165
146.08,0.000607417
,0.185903
,0.18651
,0.0
,0.0
,0.0
,0.360426
,0.144916
,0.21551
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.152383
116.1,0.134027
58.45,0.285836
20.92,7.86361e-06
145.77,0.35682
146.08,0.356783
,0.000603026
,0.000651115
,0.000109878
,0.000541237
,0.216131
,0.216131
,0.0
,0.317767
,0.0257944
,0.291973
125.49,0.477046
100.67,0.0
96.54,0.0
87.12,0.304822
64.88,1.18e-07
116.1,0.000926901
58.45,0.020477
20.92,0.0207528
145.77,5.50487e-06
146.08,0.000645534
,0.0
,0.0
,0.000615303
,0.358043
,0.358659
,0.305473
,0.0591011
,0.246372
,0.0
,0.477046
